spu_name,is_virtual,is_redeem_code,fin_cata_code,sku_name,sku_code,barcode,isbn_code,sale_price,is_disable
Larry Perez,1,0,FC0116,John,L21060346155,1622685610595,,222.00,0
Richard Wilson,1,0,FC0116,Karen,L21060346195,1622692805253,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346200,CMS2106030400281,,10.00,0
6.03,1,0,FC0140,6.03,L21060346570,cms-virtual-CMS2106030736351,D3361198337003611,0.00,0
验证测试,1,0,FC0140,验证测试,L21060346565,cms-virtual-CMS2106030735197,D8748020806509721,2.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346585,CMS2106030800287,,10.00,0
如何开发孩子的音乐潜力,1,0,FC0135,如何开发孩子的音乐潜力,L21060346600,CMS2106030810228,,99.00,0
6.3志鹏,1,0,FC0140,6.3志鹏,L21060346465,cms-virtual-CMS2106030719530,D6019698549061601,0.00,0
亚飞测试1,1,0,FC0140,亚飞测试1,L21060346575,cms-virtual-CMS2106030737313,D6259261400419591,35.50,0
如何开发孩子的音乐潜力,1,0,FC0135,如何开发孩子的音乐潜力,L21060346605,CMS2106030815118,,99.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346615,CMS2106030900339,,10.00,0
Scott Davis,1,0,FC0116,Marga,L21060346580,1622707205289,,222.00,0
添加课程1622705073400,1,0,FC0135,添加课程1622705073400,L21060346470,CMS2106030724337,,99.00,0
Anthony Hernandez,1,0,FC0116,Marga,L21060346610,1622710811251,,222.00,0
如何开发孩子的音乐潜力,1,0,FC0135,如何开发孩子的音乐潜力,L21060346595,CMS2106030807524,,99.00,0
如何开发孩子的音乐潜力,1,0,FC0135,如何开发孩子的音乐潜力,L21060346590,CMS2106030804279,,99.00,0
Jessica Lee,1,0,FC0116,Richa,L21060346863,1622786406494,,222.00,0
1622716318621志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060346759,1622716318621,909iiiiiiiii,39.90,0
森林的沉默:诗集,1,0,FC0140,森林的沉默:诗集,L21060346620,cms-virtual-CMS2106030922506,9787549586882,31.94,0
1622716317987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060346755,1622716317987,,400.00,0
1622716317987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060346756,1622716317987,,400.00,0
1622716317987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060346757,1622716317987,,200.00,0
1622716317987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060346758,1622716317987,,200.00,0
Amy Jackson,1,0,FC0116,Nancy,L21060346873,1622790011387,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346848,CMS2106040400350,,10.00,0
Helen Robinson,1,0,FC0116,Eliza,L21060346883,1622793606439,,222.00,0
Edward Hall,1,0,FC0116,Sharo,L21060346893,1622797210773,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346898,CMS2106040900358,,10.00,0
Melissa Thomas,1,0,FC0116,Gary,L21060346813,1622772010787,,222.00,0
Ronald Davis,1,0,FC0116,Thoma,L21060346823,1622775611195,,222.00,0
线上活动测试啦,1,0,FC0083,线上活动测试啦;场次一;收费票,L21060346701,HlAoblZZwiKS,,0.01,0
线上活动测试啦,1,0,FC0083,线上活动测试啦;场次一;免费票,L21060346700,HlAoblZZwiKS,,0.00,0
虚拟-不可库存Michael Brown,1,0,FC0116,Danie,L21060346725,1622716247258,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346828,CMS2106040300342,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346868,CMS2106040600292,,10.00,0
虚拟-可库存Robert Robinson,1,1,FC0124,Lisa,L21060346724,1622716246911,,1.00,0
技术支持,1,0,FC0140,技术支持,L21060346695,cms-virtual-CMS2106030944276,d84654654654,0.00,0
1622716317071志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060346754,1622716317071,,200.00,0
1622716317071志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060346753,1622716317071,,200.00,0
1622716317071志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060346752,1622716317071,,400.00,0
1622716317071志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060346751,1622716317071,,400.00,0
怎样向同事介绍董事会办公室是干嘛的？,1,0,FC0152,怎样向同事介绍董事会办公室是干嘛的？,L21060346838,CMS2106040341563,,168.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346858,CMS2106040500282,,10.00,0
添加课程1622720365406,1,0,FC0135,添加课程1622720365406,L21060346808,CMS2106031139256,,99.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346878,CMS2106040700352,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346888,CMS2106040800293,,10.00,0
Mary Miller,1,0,FC0116,Gary,L21060346715,1622716222262,,222.00,0
产品经理如何一次把需求聊透彻？,1,0,FC0152,产品经理如何一次把需求聊透彻？,L21060346833,CMS2106040341383,,100.00,0
Sarah Wilson,1,0,FC0116,Willi,L21060346843,1622779210669,,222.00,0
Margaret Jackson,1,0,FC0116,Helen,L21060346853,1622782805608,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060346818,CMS2106040200370,,10.00,0
Robert White,1,0,FC0116,Kenne,L21060346978,1622802622436,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347146,CMS2106050900298,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347106,CMS2106050500294,,10.00,0
1622802716854志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347017,1622802716853,,200.00,0
1622802716854志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347016,1622802716853,,200.00,0
1622802716854志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347015,1622802716853,,400.00,0
1622802716854志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347014,1622802716853,,400.00,0
1622802718354志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060347022,1622802718354,909iiiiiiiii,39.90,0
Kimberly Hernandez,1,0,FC0116,Gary,L21060347131,1622880005565,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347076,CMS2106050200391,,10.00,0
Angela Rodriguez,1,0,FC0116,Matth,L21060347111,1622872805817,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347096,CMS2106050400285,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347116,CMS2106050600286,,10.00,0
Dorothy Gonzalez,1,0,FC0116,Rober,L21060347091,1622865605447,,222.00,0
Deborah Brown,1,0,FC0116,Donna,L21060347141,1622883606726,,222.00,0
1622802717521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347018,1622802717521,,400.00,0
1622802717521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347019,1622802717521,,400.00,0
1622802717521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347020,1622802717521,,200.00,0
1622802717521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347021,1622802717521,,200.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347086,CMS2106050300301,,10.00,0
Angela Hernandez,1,0,FC0116,Amy R,L21060347081,1622862007806,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347136,CMS2106050800287,,10.00,0
虚拟-不可库存Sarah Smith,1,0,FC0116,Gary,L21060346988,1622802646117,,222.00,0
Patricia Miller,1,0,FC0116,Amy L,L21060347121,1622876405742,,222.00,0
Betty Thompson,1,0,FC0116,Shirl,L21060347101,1622869206361,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347126,CMS2106050700283,,10.00,0
虚拟-可库存Susan Anderson,1,1,FC0124,Brend,L21060346987,1622802645750,,1.00,0
Jennifer Wilson,1,0,FC0116,Miche,L21060347071,1622858412387,,222.00,0
1622889115028志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347265,1622889115027,,200.00,0
1622889115028志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347264,1622889115027,,200.00,0
1622889115028志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347263,1622889115027,,400.00,0
1622889115028志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347262,1622889115027,,400.00,0
Carol Lee,1,0,FC0116,Thoma,L21060347369,1622962810897,,222.00,0
虚拟-可库存Sandra Clark,1,1,FC0124,Karen,L21060347483,1622975446536,,1.00,0
1622975517081志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060347518,1622975517081,909iiiiiiiii,39.90,0
Eric Martin,1,0,FC0116,Dorot,L21060347567,1623031210565,,222.00,0
Dorothy Jackson,1,0,FC0116,Brend,L21060347389,1622970005977,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347394,CMS2106060900281,,10.00,0
虚拟-可库存Thomas Taylor,1,1,FC0124,Paul,L21060347235,1622889043643,,1.00,0
1622975515521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347513,1622975515521,,200.00,0
1622975515521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347512,1622975515521,,200.00,0
1622975515521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347511,1622975515521,,400.00,0
1622975515521志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347510,1622975515521,,400.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347572,CMS2106070200373,,10.00,0
1622889115764志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347266,1622889115764,,400.00,0
1622889115764志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347267,1622889115764,,400.00,0
1622889115764志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347268,1622889115764,,200.00,0
1622889115764志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347269,1622889115764,,200.00,0
Thomas Taylor,1,0,FC0116,Eliza,L21060347319,1622944811880,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347324,CMS2106060200387,,10.00,0
1622889116466志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060347270,1622889116466,909iiiiiiiii,39.90,0
Susan Walker,1,0,FC0116,Edwar,L21060347329,1622948405795,,222.00,0
虚拟-不可库存Lisa Jackson,1,0,FC0116,Kevin,L21060347484,1622975446951,,222.00,0
Kenneth Jones,1,0,FC0116,Edwar,L21060347226,1622889022310,,222.00,0
Elizabeth Martinez,1,0,FC0116,Ruth,L21060347339,1622952006407,,222.00,0
虚拟-不可库存Cynthia Lewis,1,0,FC0116,Sarah,L21060347236,1622889044071,,222.00,0
Donald Thompson,1,0,FC0116,Patri,L21060347359,1622959206866,,222.00,0
1622975516276志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060347514,1622975516275,,400.00,0
1622975516276志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060347515,1622975516275,,400.00,0
1622975516276志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060347516,1622975516275,,200.00,0
1622975516276志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060347517,1622975516275,,200.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347334,CMS2106060300279,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347384,CMS2106060800290,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347344,CMS2106060400292,,10.00,0
Susan Harris,1,0,FC0116,Debor,L21060347379,1622966406182,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347364,CMS2106060600299,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347374,CMS2106060700347,,10.00,0
Angela Harris,1,0,FC0116,Patri,L21060347474,1622975422345,,222.00,0
Daniel Wilson,1,0,FC0116,Helen,L21060347349,1622955605572,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347354,CMS2106060500275,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347672,CMS2106070500332,,10.00,0
（商品中心）吃鸟的女孩,1,0,FC0140,（商品中心）吃鸟的女孩,L21060347692,cms-virtual-CMS2106070651379,D4529025123634991,9.00,0
Deborah Hall,1,0,FC0116,Laura,L21060347702,1623049211658,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347582,CMS2106070300308,,10.00,0
早鸟价测试课程,1,0,FC0135,早鸟价测试课程,L21060347677,CMS2106070558216,,19.45,0
Paul Hall,1,0,FC0116,Marga,L21060347657,1623038405400,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347707,CMS2106070700351,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347687,CMS2106070600293,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347662,CMS2106070400286,,10.00,0
Daniel Williams,1,0,FC0116,Willi,L21060347667,1623042010054,,222.00,0
Linda Harris,1,0,FC0116,Sharo,L21060347682,1623045606090,,222.00,0
添加课程1623048807914,1,0,FC0135,添加课程1623048807914,L21060347697,CMS2106070653281,,99.00,0
Jennifer Robinson,1,0,FC0116,Laura,L21060347577,1623034808361,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347872,CMS2106070800302,,10.00,0
Amy Jackson,1,0,FC0116,Donna,L21060348085,1623117610265,,222.00,0
作业批改-训练营哈哈哈哈哈哈啦啦啦啦-第一期,1,0,FC0149,作业批改-训练营哈哈哈哈哈哈啦啦啦啦-第一期,L21060347857,CMS2106070754182,,40.00,0
法律的隐喻-亚飞,1,0,FC0140,法律的隐喻-亚飞,L21060347877,cms-virtual-CMS2106070823441,9787559817891,0.01,0
Frank Moore,1,0,FC0116,Mary,L21060347882,1623056410915,,222.00,0
虚拟-可库存Gary Hernandez,1,1,FC0124,Linda,L21060347991,1623061843213,,1.00,0
Anthony Martinez,1,0,FC0116,Gary,L21060348105,1623124805832,,222.00,0
Nancy Lee,1,0,FC0116,Jeffr,L21060347982,1623061822186,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060347887,CMS2106070900339,,10.00,0
George Williams,1,0,FC0116,Frank,L21060347867,1623052808203,,222.00,0
1623061914878志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060348026,1623061914878,909iiiiiiiii,39.90,0
添加课程1623067889466,1,0,FC0135,添加课程1623067889466,L21060348075,CMS2106071211297,,99.00,0
添加课程1623067895620,1,0,FC0135,添加课程1623067895620,L21060348076,CMS2106071211358,,99.00,0
添加课程1623058530385,1,0,FC0135,添加课程1623058530385,L21060347902,CMS2106070935306,,99.00,0
1623061914255志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348022,1623061914255,,400.00,0
1623061914255志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348023,1623061914255,,400.00,0
1623061914255志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348024,1623061914255,,200.00,0
1623061914255志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060348025,1623061914255,,200.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348090,CMS2106080200382,,10.00,0
Robert Jackson,1,0,FC0116,James,L21060348095,1623121209882,,222.00,0
添加课程123445678987,1,0,FC0135,添加课程123445678987,L21060347892,CMS2106070911297,,100.00,0
添加课程1623052552859,1,0,FC0135,添加课程1623052552859,L21060347862,CMS2106070755530,,99.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348100,CMS2106080300325,,10.00,0
鲁迅传,1,0,FC0140,鲁迅传,L21060347782,cms-virtual-CMS2106070722058,D3377717219819521,8.00,0
测试锦囊测试,1,0,FC0152,测试锦囊测试,L21060347897,CMS2106070926359,,4.99,0
虚拟-不可库存Nancy Hernandez,1,0,FC0116,Shirl,L21060347992,1623061843651,,222.00,0
1623061913546志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060348021,1623061913546,,200.00,0
1623061913546志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348020,1623061913546,,200.00,0
1623061913546志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348019,1623061913546,,400.00,0
1623061913546志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348018,1623061913546,,400.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348120,CMS2106080500290,,10.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348206,LnBJumOORyCU,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348205,LnBJumOORyCU,,0.00,0
添加课程1623133339102,1,0,FC0135,添加课程1623133339102,L21060348135,CMS2106080622193,,99.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348156,xGTskFVJEipX,,0.01,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348155,xGTskFVJEipX,,0.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348240,KNxbfqlqtEgF,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348239,KNxbfqlqtEgF,,0.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348276,uCeuWMulQgRy,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348275,uCeuWMulQgRy,,0.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348286,SaHftkaaWPam,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348285,SaHftkaaWPam,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;收费票,L21060348296,dGgmxyCfgwEh,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;111,L21060348295,dGgmxyCfgwEh,,0.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348173,elNiKYJwgHNL,,0.01,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348172,elNiKYJwgHNL,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;收费票,L21060348316,PkkcDrxJPJtG,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;111,L21060348315,PkkcDrxJPJtG,,0.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348326,rUMBYNVTBLna,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348325,rUMBYNVTBLna,,0.00,0
Ruth Gonzalez,1,0,FC0116,Laura,L21060348125,1623132005311,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348110,CMS2106080400296,,10.00,0
锦囊竖版图支持,1,0,FC0152,锦囊竖版图支持,L21060348145,CMS2106080658033,,4.99,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348130,CMS2106080600281,,10.00,0
添加课程1623133789324,1,0,FC0135,添加课程1623133789324,L21060348140,CMS2106080629497,,99.00,0
添加课程1623135624536,1,0,FC0135,添加课程1623135624536,L21060348158,CMS2106080700249,,99.00,0
新活动11,1,0,FC0083,新活动11;免费票;收费票,L21060348306,GSjmQejLdnsE,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;111,L21060348305,GSjmQejLdnsE,,0.00,0
Maria Young,1,0,FC0116,Larry,L21060348115,1623128406652,,222.00,0
Michael Davis,1,0,FC0116,Danie,L21060348150,1623135610772,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348170,CMS2106080700356,,10.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348336,kPitqgrhFjeS,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348335,kPitqgrhFjeS,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348405,CMS2106080900274,,10.00,0
添加课程1623145580134,1,0,FC0135,添加课程1623145580134,L21060348505,CMS2106080946204,,99.00,0
添加课程1623137239554,1,0,FC0135,添加课程1623137239554,L21060348365,CMS2106080727197,,99.00,0
我是活动课节123,1,0,FC0083,我是活动课节123;早鸟？,L21060348535,rnWNrSAJZVDt,,0.01,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348512,QJsxaZCLmoOX,,0.00,0
测试未开始,1,0,FC0083,测试未开始;免费票,L21060348550,rKwtDGapCDfG,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348698,CMS2106090400293,,10.00,0
明天开始吧,1,0,FC0083,明天开始吧;免费票,L21060348540,RqSaUqoHOQqf,,0.00,0
活动一下吧老铁,1,0,FC0083,活动一下吧老铁;免费票,L21060348589,ANQYnrJAiQAv,,0.00,0
创建测试,1,0,FC0083,创建测试;1;免费,L21060348375,ImgKeWvtLNQK,,0.00,0
Paul Hall,1,0,FC0116,Helen,L21060348385,1623139210975,,222.00,0
添加课程1623140493222,1,0,FC0135,添加课程1623140493222,L21060348395,CMS2106080821334,,99.00,0
添加课程1623145804063,1,0,FC0135,添加课程1623145804063,L21060348527,CMS2106080950043,,99.00,0
活动课节：今天开大会,1,0,FC0083,活动课节：今天开大会;免费票,L21060348555,iVNSGUvGWqEE,,0.00,0
ddd,1,0,FC0083,ddd;111;100,L21060348370,xjwjvpELFCvI,,0.00,0
1623148311384志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348603,1623148311383,,400.00,0
1623148311384志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348604,1623148311383,,400.00,0
1623148311384志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348605,1623148311383,,200.00,0
1623148311384志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060348606,1623148311383,,200.00,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348517,aikstEImAOiF,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348678,CMS2106090300347,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348708,CMS2106090500341,,10.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348346,fWOaKYZukJHS,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348345,fWOaKYZukJHS,,0.00,0
虚拟-可库存Deborah Rodriguez,1,1,FC0124,Ronal,L21060348574,1623148241129,,1.00,0
Jason Thomas,1,0,FC0116,Dorot,L21060348663,1623204010919,,222.00,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348420,aZydYBgEMqXX,,0.00,0
我是活动课节最长的标题，你看看我啊,1,0,FC0083,我是活动课节最长的标题，你看看我啊;免费票,L21060348525,iudQxEvqyKef,,0.00,0
1623148310594志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060348602,1623148310594,,200.00,0
1623148310594志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348601,1623148310594,,200.00,0
1623148310594志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348600,1623148310594,,400.00,0
1623148310594志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348599,1623148310594,,400.00,0
1623148312185志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060348607,1623148312184,909iiiiiiiii,39.90,0
Kimberly Lee,1,0,FC0116,Eric,L21060348703,1623214811066,,222.00,0
Patricia Moore,1,0,FC0116,Miche,L21060348400,1623142805356,,222.00,0
新活动11,1,0,FC0083,新活动11;免费票;收费票,L21060348356,GuHibdOnLohl,,0.00,0
新活动11,1,0,FC0083,新活动11;免费票;111,L21060348355,GuHibdOnLohl,,0.00,0
添加课程1623144559078,1,0,FC0135,添加课程1623144559078,L21060348430,CMS2106080929193,,99.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348668,CMS2106090200369,,10.00,0
创建测试,1,0,FC0083,创建测试;1;免费,L21060348377,SCQeWAgpNhQN,,0.00,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348412,fMVDnePcTUXB,,0.00,0
添加课程1623143982581,1,0,FC0135,添加课程1623143982581,L21060348425,CMS2106080919428,,99.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348390,CMS2106080800353,,10.00,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348410,kdfZTWVHQrvN,,0.00,0
James Hall,1,0,FC0116,Eliza,L21060348673,1623207610824,,222.00,0
我是活动课节的标题，你看我好不好,1,0,FC0083,我是活动课节的标题，你看我好不好;免费票,L21060348510,UArEQDfbEeSR,,0.00,0
Brenda Moore,1,0,FC0116,Barba,L21060348565,1623148222359,,222.00,0
虚拟-不可库存Eric Martin,1,0,FC0116,Lisa,L21060348575,1623148241573,,222.00,0
活动11,1,0,FC0083,活动11;免费票;收费1,L21060348684,osZdNBgbfSfd,,0.00,0
活动11,1,0,FC0083,活动11;免费票;11,L21060348683,osZdNBgbfSfd,,0.00,0
后天开始啦,1,0,FC0083,后天开始啦;免费票,L21060348545,vbqpyTNRGjTW,,0.00,0
Anthony Lopez,1,0,FC0116,Jeffr,L21060348693,1623211205775,,222.00,0
Jessica Taylor,1,0,FC0116,Georg,L21060348738,1623225605959,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21060348728,CMS2106090700337,,10.00,0
1623234727350志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21060348881,1623234727349,909iiiiiiiii,39.90,0
Anthony Brown,1,0,FC0116,Brend,L21060348723,1623222010579,,222.00,0
1623234725574志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21060348876,1623234725573,,200.00,0
1623234725574志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348875,1623234725573,,200.00,0
1623234725574志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348874,1623234725573,,400.00,0
1623234725574志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348873,1623234725573,,400.00,0
John Lewis,1,0,FC0116,Mary,L21060348748,1623229208106,,222.00,0
1623234726524志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21060348877,1623234726524,,400.00,0
1623234726524志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21060348878,1623234726524,,400.00,0
1623234726524志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21060348879,1623234726524,,200.00,0
